Date,Rainfall,Sunshine,Humidity,Temp_mean,Temp_max,Temp_min,Year,Month
2022-12-15,0.0,9.11933611111111,79.66666666666667,19.733333333333334,27.3,14.2,2022,12
2022-12-16,0.0,9.747728703703705,77.66666666666667,19.266666666666666,26.4,14.2,2022,12
2022-12-17,0.0,9.425883333333333,79.66666666666667,19.833333333333332,26.8,13.9,2022,12
2022-12-18,0.0,9.204094444444445,81.33333333333333,20.233333333333334,28.0,14.9,2022,12
2022-12-19,0.0,9.514602777777776,79.66666666666667,19.900000000000002,27.7,13.9,2022,12
2022-12-20,0.0,9.077535185185186,79.33333333333333,20.099999999999998,27.1,13.3,2022,12
2022-12-21,0.0,9.14229074074074,79.0,20.366666666666667,27.4,14.0,2022,12
2022-12-22,0.0,8.970513888888888,80.66666666666667,20.2,26.9,14.4,2022,12
2022-12-23,0.0,9.212327777777778,76.66666666666667,19.900000000000002,27.9,14.1,2022,12
2022-12-24,0.0,9.551892592592592,76.33333333333333,19.166666666666668,26.5,13.4,2022,12
2022-12-25,0.0,8.894148148148147,77.0,20.333333333333332,28.3,13.8,2022,12
2022-12-26,0.0,9.565271296296297,78.0,21.333333333333332,29.0,14.0,2022,12
2022-12-27,0.03333333333333333,9.382922222222222,86.33333333333333,21.099999999999998,27.1,15.9,2022,12
2022-12-28,0.0,9.27160925925926,86.33333333333333,20.233333333333334,25.4,13.5,2022,12
2022-12-29,0.0,9.444735185185186,75.66666666666667,18.599999999999998,25.8,12.6,2022,12
2022-12-30,0.0,9.343852777777778,81.33333333333333,17.466666666666665,24.2,12.5,2022,12
2022-12-31,0.0,9.198914814814815,81.0,17.766666666666666,24.1,12.2,2022,12
2023-01-01,0.0,9.621816666666668,79.66666666666667,18.599999999999998,25.9,12.7,2023,1
2023-01-02,0.0,9.388258333333333,74.66666666666667,19.0,27.5,13.0,2023,1
2023-01-03,0.0,9.754916666666666,78.0,18.400000000000002,26.8,13.0,2023,1
2023-01-04,0.0,9.938035185185184,83.33333333333333,17.400000000000002,26.6,12.6,2023,1
2023-01-05,0.0,9.939480555555555,85.33333333333333,16.933333333333334,24.9,12.4,2023,1
2023-01-06,0.0,9.539372222222221,86.66666666666667,16.3,22.5,12.4,2023,1
2023-01-07,0.0,8.050302777777778,88.0,16.333333333333332,20.6,11.7,2023,1
2023-01-08,0.0,8.162664814814814,88.66666666666667,17.266666666666666,22.6,11.7,2023,1
2023-01-09,0.0,9.585700000000001,80.66666666666667,20.03333333333333,27.7,13.2,2023,1
2023-01-10,0.0,9.940905555555554,71.33333333333333,19.900000000000002,28.8,13.1,2023,1
2023-01-11,0.0,9.939943518518518,70.33333333333333,18.633333333333333,28.0,11.8,2023,1
2023-01-12,0.0,9.939249074074075,72.0,17.1,26.2,10.6,2023,1
2023-01-13,0.0,9.565858333333333,73.66666666666667,18.900000000000002,27.6,9.7,2023,1
2023-01-14,0.0,9.45024537037037,83.0,20.133333333333336,27.1,12.1,2023,1
